provinsi;tahun;sektor;kontribusi_sektor;
Nusa Tenggara Barat;2015;Jasa Pendidikan;4.4;
Nusa Tenggara Barat;2015;Jasa Kesehatan;1.7;
Nusa Tenggara Barat;2015;Jasa Lainnya;1.9;
Nusa Tenggara Barat;2016;Pertanian;21.2;
Nusa Tenggara Barat;2016;Pertambangan;22.5;
Nusa Tenggara Barat;2016;Industri;3.9;
Nusa Tenggara Barat;2016;Pengadaan Listrik;0.1;
Nusa Tenggara Barat;2016;Pengadaan Air;0.1;
Nusa Tenggara Barat;2016;Konstruksi;8.5;
Nusa Tenggara Barat;2016;Perdagangan;12.5;
Nusa Tenggara Barat;2016;Transportasi;7.0;
Nusa Tenggara Barat;2016;Akmamin;2.1;
Nusa Tenggara Barat;2016;Informasi dan Komunikasi;1.8;
Nusa Tenggara Barat;2016;Jasa Keuangan;3.2;
Nusa Tenggara Barat;2016;Real Estat;3.0;
Nusa Tenggara Barat;2016;Jasa Perusahaan;0.2;
Nusa Tenggara Barat;2016;Adm. Pemerintahan;6.0;
Nusa Tenggara Barat;2016;Jasa Pendidikan;4.4;
Nusa Tenggara Barat;2016;Jasa Kesehatan;1.7;
Nusa Tenggara Barat;2016;Jasa Lainnya;1.9;
Nusa Tenggara Barat;2017;Pertanian;22.0;
Nusa Tenggara Barat;2017;Pertambangan;19.5;
Nusa Tenggara Barat;2017;Industri;4.0;
Nusa Tenggara Barat;2017;Pengadaan Listrik;0.1;
Nusa Tenggara Barat;2017;Pengadaan Air;0.1;
Nusa Tenggara Barat;2017;Konstruksi;8.9;
Nusa Tenggara Barat;2017;Perdagangan;13.2;
Nusa Tenggara Barat;2017;Transportasi;7.3;
Nusa Tenggara Barat;2017;Akmamin;2.2;
Nusa Tenggara Barat;2017;Informasi dan Komunikasi;1.9;
Nusa Tenggara Barat;2017;Jasa Keuangan;3.4;
Nusa Tenggara Barat;2017;Real Estat;3.1;
Nusa Tenggara Barat;2017;Jasa Perusahaan;0.2;
Nusa Tenggara Barat;2017;Adm. Pemerintahan;6.0;
Nusa Tenggara Barat;2017;Jasa Pendidikan;4.6;
Nusa Tenggara Barat;2017;Jasa Kesehatan;1.8;
Nusa Tenggara Barat;2017;Jasa Lainnya;2.0;
Nusa Tenggara Barat;2018;Pertanian;23.5;
Nusa Tenggara Barat;2018;Pertambangan;13.9;
Nusa Tenggara Barat;2018;Industri;4.1;
Nusa Tenggara Barat;2018;Pengadaan Listrik;0.1;
Nusa Tenggara Barat;2018;Pengadaan Air;0.1;
Nusa Tenggara Barat;2018;Konstruksi;9.5;
Nusa Tenggara Barat;2018;Perdagangan;14.5;
Nusa Tenggara Barat;2018;Transportasi;7.5;
Nusa Tenggara Barat;2018;Akmamin;2.1;
Nusa Tenggara Barat;2018;Informasi dan Komunikasi;2.0;
Nusa Tenggara Barat;2018;Jasa Keuangan;3.8;
Nusa Tenggara Barat;2018;Real Estat;3.3;
Nusa Tenggara Barat;2018;Jasa Perusahaan;0.2;
Nusa Tenggara Barat;2018;Adm. Pemerintahan;6.3;
Nusa Tenggara Barat;2018;Jasa Pendidikan;4.9;
Nusa Tenggara Barat;2018;Jasa Kesehatan;2.0;
Nusa Tenggara Barat;2018;Jasa Lainnya;2.1;
Nusa Tenggara Barat;2019;Pertanian;22.9;
Nusa Tenggara Barat;2019;Pertambangan;13.5;
Nusa Tenggara Barat;2019;Industri;4.1;
Nusa Tenggara Barat;2019;Pengadaan Listrik;0.1;
Nusa Tenggara Barat;2019;Pengadaan Air;0.1;
Nusa Tenggara Barat;2019;Konstruksi;10.6;
Nusa Tenggara Barat;2019;Perdagangan;14.9;
Nusa Tenggara Barat;2019;Transportasi;7.3;
Nusa Tenggara Barat;2019;Akmamin;2.0;
Nusa Tenggara Barat;2019;Informasi dan Komunikasi;2.0;
Nusa Tenggara Barat;2019;Jasa Keuangan;3.7;
Nusa Tenggara Barat;2019;Real Estat;3.3;
Nusa Tenggara Barat;2019;Jasa Perusahaan;0.2;
Nusa Tenggara Barat;2019;Adm. Pemerintahan;6.2;
Nusa Tenggara Barat;2019;Jasa Pendidikan;5.1;
Nusa Tenggara Barat;2019;Jasa Kesehatan;2.0;
Nusa Tenggara Barat;2019;Jasa Lainnya;2.2;
Nusa Tenggara Barat;2020;Pertanian;23.2;
Nusa Tenggara Barat;2020;Pertambangan;17.4;
Nusa Tenggara Barat;2020;Industri;4.0;
Nusa Tenggara Barat;2020;Pengadaan Listrik;0.1;
Nusa Tenggara Barat;2020;Pengadaan Air;0.1;
Nusa Tenggara Barat;2020;Konstruksi;9.1;
Nusa Tenggara Barat;2020;Perdagangan;14.2;
Nusa Tenggara Barat;2020;Transportasi;5.0;
Nusa Tenggara Barat;2020;Akmamin;1.4;
Nusa Tenggara Barat;2020;Informasi dan Komunikasi;2.2;
Nusa Tenggara Barat;2020;Jasa Keuangan;4.0;
Nusa Tenggara Barat;2020;Real Estat;3.3;
Nusa Tenggara Barat;2020;Jasa Perusahaan;0.2;
Nusa Tenggara Barat;2020;Adm. Pemerintahan;6.6;
Nusa Tenggara Barat;2020;Jasa Pendidikan;5.2;
Nusa Tenggara Barat;2020;Jasa Kesehatan;2.0;
Nusa Tenggara Barat;2020;Jasa Lainnya;2.1;
Nusa Tenggara Barat;2021;Pertanian;22.8;
Nusa Tenggara Barat;2021;Pertambangan;17.3;
Nusa Tenggara Barat;2021;Industri;4.0;
Nusa Tenggara Barat;2021;Pengadaan Listrik;0.1;
Nusa Tenggara Barat;2021;Pengadaan Air;0.1;
Nusa Tenggara Barat;2021;Konstruksi;9.8;
Nusa Tenggara Barat;2021;Perdagangan;14.0;
Nusa Tenggara Barat;2021;Transportasi;5.0;
Nusa Tenggara Barat;2021;Akmamin;1.4;
Nusa Tenggara Barat;2021;Informasi dan Komunikasi;2.2;
Nusa Tenggara Barat;2021;Jasa Keuangan;4.2;
Nusa Tenggara Barat;2021;Real Estat;3.2;
Nusa Tenggara Barat;2021;Jasa Perusahaan;0.2;
Nusa Tenggara Barat;2021;Adm. Pemerintahan;6.5;
Nusa Tenggara Barat;2021;Jasa Pendidikan;5.1;
Nusa Tenggara Barat;2021;Jasa Kesehatan;2.1;
Nusa Tenggara Barat;2021;Jasa Lainnya;2.1;
Nusa Tenggara Barat;2022;Pertanian;21.4;
Nusa Tenggara Barat;2022;Pertambangan;20.4;
Nusa Tenggara Barat;2022;Industri;3.8;
Nusa Tenggara Barat;2022;Pengadaan Listrik;0.1;
Nusa Tenggara Barat;2022;Pengadaan Air;0.1;
Nusa Tenggara Barat;2022;Konstruksi;9.0;
Nusa Tenggara Barat;2022;Perdagangan;13.9;
Nusa Tenggara Barat;2022;Transportasi;5.5;
Nusa Tenggara Barat;2022;Akmamin;1.6;
Nusa Tenggara Barat;2022;Informasi dan Komunikasi;2.1;
Nusa Tenggara Barat;2022;Jasa Keuangan;4.1;
Nusa Tenggara Barat;2022;Real Estat;3.0;
Nusa Tenggara Barat;2022;Jasa Perusahaan;0.2;
Nusa Tenggara Barat;2022;Adm. Pemerintahan;6.0;
Nusa Tenggara Barat;2022;Jasa Pendidikan;4.8;
Nusa Tenggara Barat;2022;Jasa Kesehatan;1.9;
Nusa Tenggara Barat;2022;Jasa Lainnya;2.1;
Nusa Tenggara Barat;2023;Pertanian;22.2;
Nusa Tenggara Barat;2023;Pertambangan;17.9;
Nusa Tenggara Barat;2023;Industri;3.9;
Nusa Tenggara Barat;2023;Pengadaan Listrik;0.1;
Nusa Tenggara Barat;2023;Pengadaan Air;0.1;
Nusa Tenggara Barat;2023;Konstruksi;9.6;
Nusa Tenggara Barat;2023;Perdagangan;14.5;
Nusa Tenggara Barat;2023;Transportasi;5.9;
Nusa Tenggara Barat;2023;Akmamin;1.7;
Nusa Tenggara Barat;2023;Informasi dan Komunikasi;2.1;
Nusa Tenggara Barat;2023;Jasa Keuangan;3.9;
Nusa Tenggara Barat;2023;Real Estat;3.0;
Nusa Tenggara Barat;2023;Jasa Perusahaan;0.2;
Nusa Tenggara Barat;2023;Adm. Pemerintahan;5.9;
Nusa Tenggara Barat;2023;Jasa Pendidikan;4.9;
Nusa Tenggara Barat;2023;Jasa Kesehatan;2.0;
Nusa Tenggara Barat;2023;Jasa Lainnya;2.1;
Nusa Tenggara Barat;2024;Pertanian;21.5;
Nusa Tenggara Barat;2024;Pertambangan;20.1;
Nusa Tenggara Barat;2024;Industri;3.9;
Nusa Tenggara Barat;2024;Pengadaan Listrik;0.1;
Nusa Tenggara Barat;2024;Pengadaan Air;0.1;
Nusa Tenggara Barat;2024;Konstruksi;9.1;
Nusa Tenggara Barat;2024;Perdagangan;14.2;
Nusa Tenggara Barat;2024;Transportasi;5.8;
Nusa Tenggara Barat;2024;Akmamin;1.8;
Nusa Tenggara Barat;2024;Informasi dan Komunikasi;2.0;
Nusa Tenggara Barat;2024;Jasa Keuangan;3.8;
Nusa Tenggara Barat;2024;Real Estat;2.9;
Nusa Tenggara Barat;2024;Jasa Perusahaan;0.2;
Nusa Tenggara Barat;2024;Adm. Pemerintahan;5.8;
Nusa Tenggara Barat;2024;Jasa Pendidikan;4.8;
Nusa Tenggara Barat;2024;Jasa Kesehatan;1.9;
Nusa Tenggara Barat;2024;Jasa Lainnya;2.1;
Nusa Tenggara Barat;2025;Pertanian;21.9;
Nusa Tenggara Barat;2025;Pertambangan;16.5;
Nusa Tenggara Barat;2025;Industri;6.7;
Nusa Tenggara Barat;2025;Pengadaan Listrik;0.1;
Nusa Tenggara Barat;2025;Pengadaan Air;0.1;
Nusa Tenggara Barat;2025;Konstruksi;9.0;
Nusa Tenggara Barat;2025;Perdagangan;14.5;
Nusa Tenggara Barat;2025;Transportasi;5.8;
Nusa Tenggara Barat;2025;Akmamin;1.8;
Nusa Tenggara Barat;2025;Informasi dan Komunikasi;1.9;
Nusa Tenggara Barat;2025;Jasa Keuangan;4.0;
Nusa Tenggara Barat;2025;Real Estat;2.9;
Nusa Tenggara Barat;2025;Jasa Perusahaan;0.2;
Nusa Tenggara Barat;2025;Adm. Pemerintahan;5.8;
Nusa Tenggara Barat;2025;Jasa Pendidikan;4.7;
Nusa Tenggara Barat;2025;Jasa Kesehatan;1.9;
Nusa Tenggara Barat;2025;Jasa Lainnya;2.2;
Nusa Tenggara Timur;2011;Pertanian;31.1;
Nusa Tenggara Timur;2011;Pertambangan;1.4;
Nusa Tenggara Timur;2011;Industri;1.3;
Nusa Tenggara Timur;2011;Pengadaan Listrik;0.0;
Nusa Tenggara Timur;2011;Pengadaan Air;0.1;
Nusa Tenggara Timur;2011;Konstruksi;10.3;
Nusa Tenggara Timur;2011;Perdagangan;11.1;
Nusa Tenggara Timur;2011;Transportasi;4.9;
Nusa Tenggara Timur;2011;Akmamin;0.6;
Nusa Tenggara Timur;2011;Informasi dan Komunikasi;7.9;
Nusa Tenggara Timur;2011;Jasa Keuangan;3.4;
Nusa Tenggara Timur;2011;Real Estat;2.7;
Nusa Tenggara Timur;2011;Jasa Perusahaan;0.3;
Nusa Tenggara Timur;2011;Adm. Pemerintahan;11.8;
Nusa Tenggara Timur;2011;Jasa Pendidikan;8.7;
Nusa Tenggara Timur;2011;Jasa Kesehatan;2.2;
Nusa Tenggara Timur;2011;Jasa Lainnya;2.3;
Nusa Tenggara Timur;2012;Pertanian;30.1;
Nusa Tenggara Timur;2012;Pertambangan;1.4;
Nusa Tenggara Timur;2012;Industri;1.2;
Nusa Tenggara Timur;2012;Pengadaan Listrik;0.0;
Nusa Tenggara Timur;2012;Pengadaan Air;0.1;
Nusa Tenggara Timur;2012;Konstruksi;10.4;
Nusa Tenggara Timur;2012;Perdagangan;10.8;
Nusa Tenggara Timur;2012;Transportasi;5.0;
Nusa Tenggara Timur;2012;Akmamin;0.6;
Nusa Tenggara Timur;2012;Informasi dan Komunikasi;8.1;
Nusa Tenggara Timur;2012;Jasa Keuangan;3.7;
Nusa Tenggara Timur;2012;Real Estat;2.7;
Nusa Tenggara Timur;2012;Jasa Perusahaan;0.3;
Nusa Tenggara Timur;2012;Adm. Pemerintahan;12.3;
Nusa Tenggara Timur;2012;Jasa Pendidikan;8.9;
Nusa Tenggara Timur;2012;Jasa Kesehatan;2.1;
Nusa Tenggara Timur;2012;Jasa Lainnya;2.2;
Nusa Tenggara Timur;2013;Pertanian;29.8;
Nusa Tenggara Timur;2013;Pertambangan;1.5;
Nusa Tenggara Timur;2013;Industri;1.2;
Nusa Tenggara Timur;2013;Pengadaan Listrik;0.0;
Nusa Tenggara Timur;2013;Pengadaan Air;0.1;
Nusa Tenggara Timur;2013;Konstruksi;10.3;
Nusa Tenggara Timur;2013;Perdagangan;10.7;
Nusa Tenggara Timur;2013;Transportasi;5.2;
Nusa Tenggara Timur;2013;Akmamin;0.6;
Nusa Tenggara Timur;2013;Informasi dan Komunikasi;7.6;
Nusa Tenggara Timur;2013;Jasa Keuangan;3.9;
Nusa Tenggara Timur;2013;Real Estat;2.8;
Nusa Tenggara Timur;2013;Jasa Perusahaan;0.3;
Nusa Tenggara Timur;2013;Adm. Pemerintahan;12.4;
Nusa Tenggara Timur;2013;Jasa Pendidikan;9.3;
Nusa Tenggara Timur;2013;Jasa Kesehatan;2.1;
Nusa Tenggara Timur;2013;Jasa Lainnya;2.2;
Nusa Tenggara Timur;2014;Pertanian;29.9;
Nusa Tenggara Timur;2014;Pertambangan;1.4;
Nusa Tenggara Timur;2014;Industri;1.2;
Nusa Tenggara Timur;2014;Pengadaan Listrik;0.0;
Nusa Tenggara Timur;2014;Pengadaan Air;0.1;
Nusa Tenggara Timur;2014;Konstruksi;10.4;
Nusa Tenggara Timur;2014;Perdagangan;10.7;
Nusa Tenggara Timur;2014;Transportasi;5.2;
Nusa Tenggara Timur;2014;Akmamin;0.6;
Nusa Tenggara Timur;2014;Informasi dan Komunikasi;7.5;
Nusa Tenggara Timur;2014;Jasa Keuangan;3.9;
Nusa Tenggara Timur;2014;Real Estat;2.7;
Nusa Tenggara Timur;2014;Jasa Perusahaan;0.3;
Nusa Tenggara Timur;2014;Adm. Pemerintahan;12.3;
Nusa Tenggara Timur;2014;Jasa Pendidikan;9.6;
Nusa Tenggara Timur;2014;Jasa Kesehatan;2.1;
Nusa Tenggara Timur;2014;Jasa Lainnya;2.2;
Nusa Tenggara Timur;2015;Pertanian;29.9;
Nusa Tenggara Timur;2015;Pertambangan;1.4;
Nusa Tenggara Timur;2015;Industri;1.2;
Nusa Tenggara Timur;2015;Pengadaan Listrik;0.1;
Nusa Tenggara Timur;2015;Pengadaan Air;0.1;
Nusa Tenggara Timur;2015;Konstruksi;10.3;
Nusa Tenggara Timur;2015;Perdagangan;10.9;
Nusa Tenggara Timur;2015;Transportasi;5.3;
Nusa Tenggara Timur;2015;Akmamin;0.6;
Nusa Tenggara Timur;2015;Informasi dan Komunikasi;7.2;
Nusa Tenggara Timur;2015;Jasa Keuangan;3.9;
Nusa Tenggara Timur;2015;Real Estat;2.7;
Nusa Tenggara Timur;2015;Jasa Perusahaan;0.3;
Nusa Tenggara Timur;2015;Adm. Pemerintahan;12.3;
Nusa Tenggara Timur;2015;Jasa Pendidikan;9.6;
Nusa Tenggara Timur;2015;Jasa Kesehatan;2.1;
Nusa Tenggara Timur;2015;Jasa Lainnya;2.2;
Nusa Tenggara Timur;2016;Pertanian;29.0;
Nusa Tenggara Timur;2016;Pertambangan;1.4;
Nusa Tenggara Timur;2016;Industri;1.2;
Nusa Tenggara Timur;2016;Pengadaan Listrik;0.1;
Nusa Tenggara Timur;2016;Pengadaan Air;0.1;
Nusa Tenggara Timur;2016;Konstruksi;10.7;
Nusa Tenggara Timur;2016;Perdagangan;11.0;
Nusa Tenggara Timur;2016;Transportasi;5.4;
Nusa Tenggara Timur;2016;Akmamin;0.7;
Nusa Tenggara Timur;2016;Informasi dan Komunikasi;7.0;
Nusa Tenggara Timur;2016;Jasa Keuangan;4.0;
Nusa Tenggara Timur;2016;Real Estat;2.6;
Nusa Tenggara Timur;2016;Jasa Perusahaan;0.3;
Nusa Tenggara Timur;2016;Adm. Pemerintahan;12.7;
Nusa Tenggara Timur;2016;Jasa Pendidikan;9.5;
Nusa Tenggara Timur;2016;Jasa Kesehatan;2.1;
Nusa Tenggara Timur;2016;Jasa Lainnya;2.1;
Nusa Tenggara Timur;2017;Pertanian;28.8;
Nusa Tenggara Timur;2017;Pertambangan;1.3;
Nusa Tenggara Timur;2017;Industri;1.3;
Nusa Tenggara Timur;2017;Pengadaan Listrik;0.1;
Nusa Tenggara Timur;2017;Pengadaan Air;0.1;
Nusa Tenggara Timur;2017;Konstruksi;10.7;
Nusa Tenggara Timur;2017;Perdagangan;11.0;
Nusa Tenggara Timur;2017;Transportasi;5.4;
Nusa Tenggara Timur;2017;Akmamin;0.7;
Nusa Tenggara Timur;2017;Informasi dan Komunikasi;6.8;
Nusa Tenggara Timur;2017;Jasa Keuangan;4.1;
Nusa Tenggara Timur;2017;Real Estat;2.6;
Nusa Tenggara Timur;2017;Jasa Perusahaan;0.3;
Nusa Tenggara Timur;2017;Adm. Pemerintahan;12.9;
Nusa Tenggara Timur;2017;Jasa Pendidikan;9.7;
Nusa Tenggara Timur;2017;Jasa Kesehatan;2.1;
Nusa Tenggara Timur;2017;Jasa Lainnya;2.1;
Nusa Tenggara Timur;2018;Pertanian;28.3;
Nusa Tenggara Timur;2018;Pertambangan;1.2;
Nusa Tenggara Timur;2018;Industri;1.3;
Nusa Tenggara Timur;2018;Pengadaan Listrik;0.1;
Nusa Tenggara Timur;2018;Pengadaan Air;0.1;
Nusa Tenggara Timur;2018;Konstruksi;10.9;
Nusa Tenggara Timur;2018;Perdagangan;11.1;
Nusa Tenggara Timur;2018;Transportasi;5.5;
Nusa Tenggara Timur;2018;Akmamin;0.8;
Nusa Tenggara Timur;2018;Informasi dan Komunikasi;6.6;
Nusa Tenggara Timur;2018;Jasa Keuangan;4.1;
Nusa Tenggara Timur;2018;Real Estat;2.5;
Nusa Tenggara Timur;2018;Jasa Perusahaan;0.3;
Nusa Tenggara Timur;2018;Adm. Pemerintahan;13.4;
Nusa Tenggara Timur;2018;Jasa Pendidikan;9.5;
Nusa Tenggara Timur;2018;Jasa Kesehatan;2.2;
Nusa Tenggara Timur;2018;Jasa Lainnya;2.1;
Nusa Tenggara Timur;2019;Pertanian;27.9;
Nusa Tenggara Timur;2019;Pertambangan;1.2;
Nusa Tenggara Timur;2019;Industri;1.3;
Nusa Tenggara Timur;2019;Pengadaan Listrik;0.1;
Nusa Tenggara Timur;2019;Pengadaan Air;0.1;
Nusa Tenggara Timur;2019;Konstruksi;10.9;
Nusa Tenggara Timur;2019;Perdagangan;11.5;
Nusa Tenggara Timur;2019;Transportasi;5.5;
Nusa Tenggara Timur;2019;Akmamin;0.8;
Nusa Tenggara Timur;2019;Informasi dan Komunikasi;6.6;
Nusa Tenggara Timur;2019;Jasa Keuangan;4.0;
Nusa Tenggara Timur;2019;Real Estat;2.3;
Nusa Tenggara Timur;2019;Jasa Perusahaan;0.3;
Nusa Tenggara Timur;2019;Adm. Pemerintahan;13.7;
Nusa Tenggara Timur;2019;Jasa Pendidikan;9.6;
Nusa Tenggara Timur;2019;Jasa Kesehatan;2.2;
Nusa Tenggara Timur;2019;Jasa Lainnya;2.1;
Nusa Tenggara Timur;2020;Pertanian;28.5;
Nusa Tenggara Timur;2020;Pertambangan;1.1;
Nusa Tenggara Timur;2020;Industri;1.3;
Nusa Tenggara Timur;2020;Pengadaan Listrik;0.1;
Nusa Tenggara Timur;2020;Pengadaan Air;0.1;
Nusa Tenggara Timur;2020;Konstruksi;9.8;
Nusa Tenggara Timur;2020;Perdagangan;11.2;
Nusa Tenggara Timur;2020;Transportasi;4.6;
Nusa Tenggara Timur;2020;Akmamin;0.6;
Nusa Tenggara Timur;2020;Informasi dan Komunikasi;7.4;
Nusa Tenggara Timur;2020;Jasa Keuangan;4.4;
Nusa Tenggara Timur;2020;Real Estat;2.3;
Nusa Tenggara Timur;2020;Jasa Perusahaan;0.2;
Nusa Tenggara Timur;2020;Adm. Pemerintahan;14.3;
Nusa Tenggara Timur;2020;Jasa Pendidikan;10.1;
Nusa Tenggara Timur;2020;Jasa Kesehatan;2.4;
Nusa Tenggara Timur;2020;Jasa Lainnya;1.8;
Nusa Tenggara Timur;2021;Pertanian;29.2;
Nusa Tenggara Timur;2021;Pertambangan;1.1;
Nusa Tenggara Timur;2021;Industri;1.2;
Nusa Tenggara Timur;2021;Pengadaan Listrik;0.1;
Nusa Tenggara Timur;2021;Pengadaan Air;0.1;
Nusa Tenggara Timur;2021;Konstruksi;10.4;
Nusa Tenggara Timur;2021;Perdagangan;11.5;
Nusa Tenggara Timur;2021;Transportasi;4.6;
Nusa Tenggara Timur;2021;Akmamin;0.6;
Nusa Tenggara Timur;2021;Informasi dan Komunikasi;7.4;
Nusa Tenggara Timur;2021;Jasa Keuangan;4.5;
Nusa Tenggara Timur;2021;Real Estat;2.2;
Nusa Tenggara Timur;2021;Jasa Perusahaan;0.1;
Nusa Tenggara Timur;2021;Adm. Pemerintahan;13.4;
Nusa Tenggara Timur;2021;Jasa Pendidikan;9.6;
Nusa Tenggara Timur;2021;Jasa Kesehatan;2.6;
Nusa Tenggara Timur;2021;Jasa Lainnya;1.7;
Nusa Tenggara Timur;2022;Pertanian;29.6;
Nusa Tenggara Timur;2022;Pertambangan;1.1;
Nusa Tenggara Timur;2022;Industri;1.2;
Nusa Tenggara Timur;2022;Pengadaan Listrik;0.1;
Nusa Tenggara Timur;2022;Pengadaan Air;0.1;
Nusa Tenggara Timur;2022;Konstruksi;10.2;
Nusa Tenggara Timur;2022;Perdagangan;12.0;
Nusa Tenggara Timur;2022;Transportasi;4.8;
Nusa Tenggara Timur;2022;Akmamin;0.6;
Nusa Tenggara Timur;2022;Informasi dan Komunikasi;7.3;
Nusa Tenggara Timur;2022;Jasa Keuangan;4.5;
Nusa Tenggara Timur;2022;Real Estat;2.3;
Nusa Tenggara Timur;2022;Jasa Perusahaan;0.2;
Nusa Tenggara Timur;2022;Adm. Pemerintahan;12.8;
Nusa Tenggara Timur;2022;Jasa Pendidikan;9.1;
Nusa Tenggara Timur;2022;Jasa Kesehatan;2.4;
Nusa Tenggara Timur;2022;Jasa Lainnya;1.7;
Nusa Tenggara Timur;2023;Pertanian;29.3;
Nusa Tenggara Timur;2023;Pertambangan;1.0;
Nusa Tenggara Timur;2023;Industri;1.3;
Nusa Tenggara Timur;2023;Pengadaan Listrik;0.1;
Nusa Tenggara Timur;2023;Pengadaan Air;0.1;
Nusa Tenggara Timur;2023;Konstruksi;10.6;
Nusa Tenggara Timur;2023;Perdagangan;12.5;
Nusa Tenggara Timur;2023;Transportasi;5.1;
Nusa Tenggara Timur;2023;Akmamin;0.7;
Nusa Tenggara Timur;2023;Informasi dan Komunikasi;7.0;
Nusa Tenggara Timur;2023;Jasa Keuangan;4.4;
Nusa Tenggara Timur;2023;Real Estat;2.4;
Nusa Tenggara Timur;2023;Jasa Perusahaan;0.1;
Nusa Tenggara Timur;2023;Adm. Pemerintahan;12.4;
Nusa Tenggara Timur;2023;Jasa Pendidikan;8.9;
Nusa Tenggara Timur;2023;Jasa Kesehatan;2.5;
Nusa Tenggara Timur;2023;Jasa Lainnya;1.7;
Nusa Tenggara Timur;2024;Pertanian;28.8;
Nusa Tenggara Timur;2024;Pertambangan;1.0;
Nusa Tenggara Timur;2024;Industri;1.4;
Nusa Tenggara Timur;2024;Pengadaan Listrik;0.1;
Nusa Tenggara Timur;2024;Pengadaan Air;0.1;
Nusa Tenggara Timur;2024;Konstruksi;10.2;
Nusa Tenggara Timur;2024;Perdagangan;12.8;
Nusa Tenggara Timur;2024;Transportasi;5.2;
Nusa Tenggara Timur;2024;Akmamin;0.7;
Nusa Tenggara Timur;2024;Informasi dan Komunikasi;6.9;
Nusa Tenggara Timur;2024;Jasa Keuangan;4.3;
Nusa Tenggara Timur;2024;Real Estat;2.5;
Nusa Tenggara Timur;2024;Jasa Perusahaan;0.1;
Nusa Tenggara Timur;2024;Adm. Pemerintahan;12.7;
Nusa Tenggara Timur;2024;Jasa Pendidikan;8.9;
Nusa Tenggara Timur;2024;Jasa Kesehatan;2.7;
Nusa Tenggara Timur;2024;Jasa Lainnya;1.6;
Nusa Tenggara Timur;2025;Pertanian;28.6;
Nusa Tenggara Timur;2025;Pertambangan;1.0;
Nusa Tenggara Timur;2025;Industri;1.5;
Nusa Tenggara Timur;2025;Pengadaan Listrik;0.1;
Nusa Tenggara Timur;2025;Pengadaan Air;0.1;
Nusa Tenggara Timur;2025;Konstruksi;9.6;
Nusa Tenggara Timur;2025;Perdagangan;13.6;
Nusa Tenggara Timur;2025;Transportasi;5.0;
Nusa Tenggara Timur;2025;Akmamin;0.7;
Nusa Tenggara Timur;2025;Informasi dan Komunikasi;6.6;
Nusa Tenggara Timur;2025;Jasa Keuangan;4.2;
Nusa Tenggara Timur;2025;Real Estat;2.6;
Nusa Tenggara Timur;2025;Jasa Perusahaan;0.1;
Nusa Tenggara Timur;2025;Adm. Pemerintahan;12.9;
Nusa Tenggara Timur;2025;Jasa Pendidikan;9.1;
Nusa Tenggara Timur;2025;Jasa Kesehatan;2.8;
Nusa Tenggara Timur;2025;Jasa Lainnya;1.6;
Kalimantan Barat;2011;Pertanian;24.1;
Kalimantan Barat;2011;Pertambangan;5.5;
Kalimantan Barat;2011;Industri;17.4;
Kalimantan Barat;2011;Pengadaan Listrik;0.1;
Kalimantan Barat;2011;Pengadaan Air;0.2;
Kalimantan Barat;2011;Konstruksi;9.8;
Kalimantan Barat;2011;Perdagangan;15.1;
Kalimantan Barat;2011;Transportasi;4.0;
Kalimantan Barat;2011;Akmamin;2.3;
Kalimantan Barat;2011;Informasi dan Komunikasi;3.3;
Kalimantan Barat;2011;Jasa Keuangan;3.1;
Kalimantan Barat;2011;Real Estat;2.9;
Kalimantan Barat;2011;Jasa Perusahaan;0.5;
Kalimantan Barat;2011;Adm. Pemerintahan;4.8;
Kalimantan Barat;2011;Jasa Pendidikan;4.3;
Kalimantan Barat;2011;Jasa Kesehatan;1.5;
Kalimantan Barat;2011;Jasa Lainnya;1.1;
Kalimantan Barat;2012;Pertanian;23.2;
Kalimantan Barat;2012;Pertambangan;5.9;
Kalimantan Barat;2012;Industri;16.7;
Kalimantan Barat;2012;Pengadaan Listrik;0.1;
Kalimantan Barat;2012;Pengadaan Air;0.1;
Kalimantan Barat;2012;Konstruksi;10.6;
Kalimantan Barat;2012;Perdagangan;14.5;
Kalimantan Barat;2012;Transportasi;4.1;
Kalimantan Barat;2012;Akmamin;2.3;
Kalimantan Barat;2012;Informasi dan Komunikasi;3.4;
Kalimantan Barat;2012;Jasa Keuangan;3.3;
Kalimantan Barat;2012;Real Estat;3.0;
Kalimantan Barat;2012;Jasa Perusahaan;0.5;
Kalimantan Barat;2012;Adm. Pemerintahan;5.5;
Kalimantan Barat;2012;Jasa Pendidikan;4.3;
Kalimantan Barat;2012;Jasa Kesehatan;1.5;
Kalimantan Barat;2012;Jasa Lainnya;1.1;
Kalimantan Barat;2013;Pertanian;22.8;
Kalimantan Barat;2013;Pertambangan;5.0;
Kalimantan Barat;2013;Industri;16.3;
Kalimantan Barat;2013;Pengadaan Listrik;0.1;
Kalimantan Barat;2013;Pengadaan Air;0.1;
Kalimantan Barat;2013;Konstruksi;11.5;
Kalimantan Barat;2013;Perdagangan;14.5;
Kalimantan Barat;2013;Transportasi;4.2;
Kalimantan Barat;2013;Akmamin;2.3;
Kalimantan Barat;2013;Informasi dan Komunikasi;3.3;
Kalimantan Barat;2013;Jasa Keuangan;3.6;
Kalimantan Barat;2013;Real Estat;3.1;
Kalimantan Barat;2013;Jasa Perusahaan;0.5;
Kalimantan Barat;2013;Adm. Pemerintahan;5.8;
