provinsi;tahun;sektor;kontribusi_sektor;
Kepulauan Bangka Belitung;2023;Pengadaan Listrik;0.1;
Kepulauan Bangka Belitung;2023;Pengadaan Air;0.0;
Kepulauan Bangka Belitung;2023;Konstruksi;9.5;
Kepulauan Bangka Belitung;2023;Perdagangan;15.7;
Kepulauan Bangka Belitung;2023;Transportasi;4.8;
Kepulauan Bangka Belitung;2023;Akmamin;3.2;
Kepulauan Bangka Belitung;2023;Informasi dan Komunikasi;2.2;
Kepulauan Bangka Belitung;2023;Jasa Keuangan;2.0;
Kepulauan Bangka Belitung;2023;Real Estat;3.4;
Kepulauan Bangka Belitung;2023;Jasa Perusahaan;0.3;
Kepulauan Bangka Belitung;2023;Adm. Pemerintahan;5.3;
Kepulauan Bangka Belitung;2023;Jasa Pendidikan;2.9;
Kepulauan Bangka Belitung;2023;Jasa Kesehatan;1.4;
Kepulauan Bangka Belitung;2023;Jasa Lainnya;0.9;
Kepulauan Bangka Belitung;2024;Pertanian;20.3;
Kepulauan Bangka Belitung;2024;Pertambangan;7.5;
Kepulauan Bangka Belitung;2024;Industri;20.6;
Kepulauan Bangka Belitung;2024;Pengadaan Listrik;0.1;
Kepulauan Bangka Belitung;2024;Pengadaan Air;0.0;
Kepulauan Bangka Belitung;2024;Konstruksi;9.1;
Kepulauan Bangka Belitung;2024;Perdagangan;15.4;
Kepulauan Bangka Belitung;2024;Transportasi;4.9;
Kepulauan Bangka Belitung;2024;Akmamin;3.2;
Kepulauan Bangka Belitung;2024;Informasi dan Komunikasi;2.4;
Kepulauan Bangka Belitung;2024;Jasa Keuangan;2.0;
Kepulauan Bangka Belitung;2024;Real Estat;3.4;
Kepulauan Bangka Belitung;2024;Jasa Perusahaan;0.3;
Kepulauan Bangka Belitung;2024;Adm. Pemerintahan;5.5;
Kepulauan Bangka Belitung;2024;Jasa Pendidikan;3.1;
Kepulauan Bangka Belitung;2024;Jasa Kesehatan;1.4;
Kepulauan Bangka Belitung;2024;Jasa Lainnya;0.9;
Kepulauan Bangka Belitung;2025;Pertanian;20.6;
Kepulauan Bangka Belitung;2025;Pertambangan;7.9;
Kepulauan Bangka Belitung;2025;Industri;21.1;
Kepulauan Bangka Belitung;2025;Pengadaan Listrik;0.1;
Kepulauan Bangka Belitung;2025;Pengadaan Air;0.0;
Kepulauan Bangka Belitung;2025;Konstruksi;8.4;
Kepulauan Bangka Belitung;2025;Perdagangan;15.7;
Kepulauan Bangka Belitung;2025;Transportasi;4.7;
Kepulauan Bangka Belitung;2025;Akmamin;3.3;
Kepulauan Bangka Belitung;2025;Informasi dan Komunikasi;2.3;
Kepulauan Bangka Belitung;2025;Jasa Keuangan;1.9;
Kepulauan Bangka Belitung;2025;Real Estat;3.3;
Kepulauan Bangka Belitung;2025;Jasa Perusahaan;0.3;
Kepulauan Bangka Belitung;2025;Adm. Pemerintahan;5.0;
Kepulauan Bangka Belitung;2025;Jasa Pendidikan;3.1;
Kepulauan Bangka Belitung;2025;Jasa Kesehatan;1.3;
Kepulauan Bangka Belitung;2025;Jasa Lainnya;0.9;
Kepulauan Riau;2011;Pertanian;3.8;
Kepulauan Riau;2011;Pertambangan;17.0;
Kepulauan Riau;2011;Industri;38.0;
Kepulauan Riau;2011;Pengadaan Listrik;1.1;
Kepulauan Riau;2011;Pengadaan Air;0.1;
Kepulauan Riau;2011;Konstruksi;17.1;
Kepulauan Riau;2011;Perdagangan;7.2;
Kepulauan Riau;2011;Transportasi;2.7;
Kepulauan Riau;2011;Akmamin;1.8;
Kepulauan Riau;2011;Informasi dan Komunikasi;1.9;
Kepulauan Riau;2011;Jasa Keuangan;2.7;
Kepulauan Riau;2011;Real Estat;1.6;
Kepulauan Riau;2011;Jasa Perusahaan;0.0;
Kepulauan Riau;2011;Adm. Pemerintahan;2.2;
Kepulauan Riau;2011;Jasa Pendidikan;1.3;
Kepulauan Riau;2011;Jasa Kesehatan;0.9;
Kepulauan Riau;2011;Jasa Lainnya;0.5;
Kepulauan Riau;2012;Pertanian;3.6;
Kepulauan Riau;2012;Pertambangan;16.5;
Kepulauan Riau;2012;Industri;38.6;
Kepulauan Riau;2012;Pengadaan Listrik;1.2;
Kepulauan Riau;2012;Pengadaan Air;0.1;
Kepulauan Riau;2012;Konstruksi;17.6;
Kepulauan Riau;2012;Perdagangan;6.9;
Kepulauan Riau;2012;Transportasi;2.7;
Kepulauan Riau;2012;Akmamin;1.9;
Kepulauan Riau;2012;Informasi dan Komunikasi;1.8;
Kepulauan Riau;2012;Jasa Keuangan;2.7;
Kepulauan Riau;2012;Real Estat;1.5;
Kepulauan Riau;2012;Jasa Perusahaan;0.0;
Kepulauan Riau;2012;Adm. Pemerintahan;2.2;
Kepulauan Riau;2012;Jasa Pendidikan;1.4;
Kepulauan Riau;2012;Jasa Kesehatan;0.9;
Kepulauan Riau;2012;Jasa Lainnya;0.4;
Kepulauan Riau;2013;Pertanian;3.6;
Kepulauan Riau;2013;Pertambangan;15.9;
Kepulauan Riau;2013;Industri;39.0;
Kepulauan Riau;2013;Pengadaan Listrik;1.2;
Kepulauan Riau;2013;Pengadaan Air;0.1;
Kepulauan Riau;2013;Konstruksi;18.0;
Kepulauan Riau;2013;Perdagangan;6.8;
Kepulauan Riau;2013;Transportasi;2.8;
Kepulauan Riau;2013;Akmamin;1.9;
Kepulauan Riau;2013;Informasi dan Komunikasi;1.8;
Kepulauan Riau;2013;Jasa Keuangan;2.7;
Kepulauan Riau;2013;Real Estat;1.5;
Kepulauan Riau;2013;Jasa Perusahaan;0.0;
Kepulauan Riau;2013;Adm. Pemerintahan;2.3;
Kepulauan Riau;2013;Jasa Pendidikan;1.3;
Kepulauan Riau;2013;Jasa Kesehatan;0.9;
Kepulauan Riau;2013;Jasa Lainnya;0.4;
Kepulauan Riau;2014;Pertanian;3.6;
Kepulauan Riau;2014;Pertambangan;15.7;
Kepulauan Riau;2014;Industri;38.2;
Kepulauan Riau;2014;Pengadaan Listrik;1.1;
Kepulauan Riau;2014;Pengadaan Air;0.1;
Kepulauan Riau;2014;Konstruksi;18.4;
Kepulauan Riau;2014;Perdagangan;7.3;
Kepulauan Riau;2014;Transportasi;3.0;
Kepulauan Riau;2014;Akmamin;1.9;
Kepulauan Riau;2014;Informasi dan Komunikasi;1.8;
Kepulauan Riau;2014;Jasa Keuangan;2.7;
Kepulauan Riau;2014;Real Estat;1.5;
Kepulauan Riau;2014;Jasa Perusahaan;0.0;
Kepulauan Riau;2014;Adm. Pemerintahan;2.2;
Kepulauan Riau;2014;Jasa Pendidikan;1.3;
Kepulauan Riau;2014;Jasa Kesehatan;0.8;
Kepulauan Riau;2014;Jasa Lainnya;0.4;
Kepulauan Riau;2015;Pertanian;3.6;
Kepulauan Riau;2015;Pertambangan;15.7;
Kepulauan Riau;2015;Industri;37.6;
Kepulauan Riau;2015;Pengadaan Listrik;1.1;
Kepulauan Riau;2015;Pengadaan Air;0.1;
Kepulauan Riau;2015;Konstruksi;18.3;
Kepulauan Riau;2015;Perdagangan;7.7;
Kepulauan Riau;2015;Transportasi;3.1;
Kepulauan Riau;2015;Akmamin;2.0;
Kepulauan Riau;2015;Informasi dan Komunikasi;1.8;
Kepulauan Riau;2015;Jasa Keuangan;2.7;
Kepulauan Riau;2015;Real Estat;1.4;
Kepulauan Riau;2015;Jasa Perusahaan;0.0;
Kepulauan Riau;2015;Adm. Pemerintahan;2.3;
Kepulauan Riau;2015;Jasa Pendidikan;1.3;
Kepulauan Riau;2015;Jasa Kesehatan;0.9;
Kepulauan Riau;2015;Jasa Lainnya;0.4;
Kepulauan Riau;2016;Pertanian;3.6;
Kepulauan Riau;2016;Pertambangan;15.3;
Kepulauan Riau;2016;Industri;37.4;
Kepulauan Riau;2016;Pengadaan Listrik;1.1;
Kepulauan Riau;2016;Pengadaan Air;0.1;
Kepulauan Riau;2016;Konstruksi;18.0;
Kepulauan Riau;2016;Perdagangan;8.2;
Kepulauan Riau;2016;Transportasi;3.2;
Kepulauan Riau;2016;Akmamin;2.0;
Kepulauan Riau;2016;Informasi dan Komunikasi;1.8;
Kepulauan Riau;2016;Jasa Keuangan;2.7;
Kepulauan Riau;2016;Real Estat;1.4;
Kepulauan Riau;2016;Jasa Perusahaan;0.0;
Kepulauan Riau;2016;Adm. Pemerintahan;2.4;
Kepulauan Riau;2016;Jasa Pendidikan;1.4;
Kepulauan Riau;2016;Jasa Kesehatan;0.9;
Kepulauan Riau;2016;Jasa Lainnya;0.5;
Kepulauan Riau;2017;Pertanian;3.5;
Kepulauan Riau;2017;Pertambangan;14.1;
Kepulauan Riau;2017;Industri;37.1;
Kepulauan Riau;2017;Pengadaan Listrik;1.2;
Kepulauan Riau;2017;Pengadaan Air;0.1;
Kepulauan Riau;2017;Konstruksi;18.2;
Kepulauan Riau;2017;Perdagangan;8.6;
Kepulauan Riau;2017;Transportasi;3.3;
Kepulauan Riau;2017;Akmamin;2.2;
Kepulauan Riau;2017;Informasi dan Komunikasi;2.0;
Kepulauan Riau;2017;Jasa Keuangan;2.7;
Kepulauan Riau;2017;Real Estat;1.5;
Kepulauan Riau;2017;Jasa Perusahaan;0.0;
Kepulauan Riau;2017;Adm. Pemerintahan;2.6;
Kepulauan Riau;2017;Jasa Pendidikan;1.5;
Kepulauan Riau;2017;Jasa Kesehatan;0.9;
Kepulauan Riau;2017;Jasa Lainnya;0.5;
Kepulauan Riau;2018;Pertanian;3.3;
Kepulauan Riau;2018;Pertambangan;14.1;
Kepulauan Riau;2018;Industri;36.9;
Kepulauan Riau;2018;Pengadaan Listrik;1.1;
Kepulauan Riau;2018;Pengadaan Air;0.1;
Kepulauan Riau;2018;Konstruksi;18.7;
Kepulauan Riau;2018;Perdagangan;8.9;
Kepulauan Riau;2018;Transportasi;3.1;
Kepulauan Riau;2018;Akmamin;2.2;
Kepulauan Riau;2018;Informasi dan Komunikasi;2.0;
Kepulauan Riau;2018;Jasa Keuangan;2.7;
Kepulauan Riau;2018;Real Estat;1.4;
Kepulauan Riau;2018;Jasa Perusahaan;0.0;
Kepulauan Riau;2018;Adm. Pemerintahan;2.6;
Kepulauan Riau;2018;Jasa Pendidikan;1.5;
Kepulauan Riau;2018;Jasa Kesehatan;0.9;
Kepulauan Riau;2018;Jasa Lainnya;0.5;
Kepulauan Riau;2019;Pertanian;3.1;
Kepulauan Riau;2019;Pertambangan;13.1;
Kepulauan Riau;2019;Industri;37.6;
Kepulauan Riau;2019;Pengadaan Listrik;1.0;
Kepulauan Riau;2019;Pengadaan Air;0.1;
Kepulauan Riau;2019;Konstruksi;19.5;
Kepulauan Riau;2019;Perdagangan;9.1;
Kepulauan Riau;2019;Transportasi;2.7;
Kepulauan Riau;2019;Akmamin;2.3;
Kepulauan Riau;2019;Informasi dan Komunikasi;2.1;
Kepulauan Riau;2019;Jasa Keuangan;2.7;
Kepulauan Riau;2019;Real Estat;1.3;
Kepulauan Riau;2019;Jasa Perusahaan;0.0;
Kepulauan Riau;2019;Adm. Pemerintahan;2.5;
Kepulauan Riau;2019;Jasa Pendidikan;1.4;
Kepulauan Riau;2019;Jasa Kesehatan;0.9;
Kepulauan Riau;2019;Jasa Lainnya;0.5;
Kepulauan Riau;2020;Pertanian;3.2;
Kepulauan Riau;2020;Pertambangan;11.2;
Kepulauan Riau;2020;Industri;41.6;
Kepulauan Riau;2020;Pengadaan Listrik;1.0;
Kepulauan Riau;2020;Pengadaan Air;0.1;
Kepulauan Riau;2020;Konstruksi;19.4;
Kepulauan Riau;2020;Perdagangan;8.5;
Kepulauan Riau;2020;Transportasi;1.6;
Kepulauan Riau;2020;Akmamin;1.3;
Kepulauan Riau;2020;Informasi dan Komunikasi;2.6;
Kepulauan Riau;2020;Jasa Keuangan;2.8;
Kepulauan Riau;2020;Real Estat;1.3;
Kepulauan Riau;2020;Jasa Perusahaan;0.0;
Kepulauan Riau;2020;Adm. Pemerintahan;2.9;
Kepulauan Riau;2020;Jasa Pendidikan;1.5;
Kepulauan Riau;2020;Jasa Kesehatan;0.9;
Kepulauan Riau;2020;Jasa Lainnya;0.2;
Kepulauan Riau;2021;Pertanian;3.1;
Kepulauan Riau;2021;Pertambangan;12.6;
Kepulauan Riau;2021;Industri;42.0;
Kepulauan Riau;2021;Pengadaan Listrik;1.0;
Kepulauan Riau;2021;Pengadaan Air;0.1;
Kepulauan Riau;2021;Konstruksi;19.3;
Kepulauan Riau;2021;Perdagangan;8.2;
Kepulauan Riau;2021;Transportasi;1.4;
Kepulauan Riau;2021;Akmamin;1.1;
Kepulauan Riau;2021;Informasi dan Komunikasi;2.6;
Kepulauan Riau;2021;Jasa Keuangan;2.6;
Kepulauan Riau;2021;Real Estat;1.1;
Kepulauan Riau;2021;Jasa Perusahaan;0.0;
Kepulauan Riau;2021;Adm. Pemerintahan;2.4;
Kepulauan Riau;2021;Jasa Pendidikan;1.4;
Kepulauan Riau;2021;Jasa Kesehatan;0.9;
Kepulauan Riau;2021;Jasa Lainnya;0.2;
Kepulauan Riau;2022;Pertanian;3.0;
Kepulauan Riau;2022;Pertambangan;12.6;
Kepulauan Riau;2022;Industri;40.8;
Kepulauan Riau;2022;Pengadaan Listrik;1.1;
Kepulauan Riau;2022;Pengadaan Air;0.1;
Kepulauan Riau;2022;Konstruksi;19.1;
Kepulauan Riau;2022;Perdagangan;8.9;
Kepulauan Riau;2022;Transportasi;1.9;
Kepulauan Riau;2022;Akmamin;1.6;
Kepulauan Riau;2022;Informasi dan Komunikasi;2.5;
Kepulauan Riau;2022;Jasa Keuangan;2.6;
Kepulauan Riau;2022;Real Estat;1.1;
Kepulauan Riau;2022;Jasa Perusahaan;0.0;
Kepulauan Riau;2022;Adm. Pemerintahan;2.3;
Kepulauan Riau;2022;Jasa Pendidikan;1.4;
Kepulauan Riau;2022;Jasa Kesehatan;0.9;
Kepulauan Riau;2022;Jasa Lainnya;0.3;
Kepulauan Riau;2023;Pertanian;3.0;
Kepulauan Riau;2023;Pertambangan;11.2;
Kepulauan Riau;2023;Industri;40.1;
Kepulauan Riau;2023;Pengadaan Listrik;1.1;
Kepulauan Riau;2023;Pengadaan Air;0.1;
Kepulauan Riau;2023;Konstruksi;20.2;
Kepulauan Riau;2023;Perdagangan;9.1;
Kepulauan Riau;2023;Transportasi;2.0;
Kepulauan Riau;2023;Akmamin;1.9;
Kepulauan Riau;2023;Informasi dan Komunikasi;2.8;
Kepulauan Riau;2023;Jasa Keuangan;2.7;
Kepulauan Riau;2023;Real Estat;1.1;
Kepulauan Riau;2023;Jasa Perusahaan;0.0;
Kepulauan Riau;2023;Adm. Pemerintahan;2.4;
Kepulauan Riau;2023;Jasa Pendidikan;1.3;
Kepulauan Riau;2023;Jasa Kesehatan;0.8;
Kepulauan Riau;2023;Jasa Lainnya;0.3;
Kepulauan Riau;2024;Pertanian;2.9;
Kepulauan Riau;2024;Pertambangan;9.7;
Kepulauan Riau;2024;Industri;41.0;
Kepulauan Riau;2024;Pengadaan Listrik;1.1;
Kepulauan Riau;2024;Pengadaan Air;0.1;
Kepulauan Riau;2024;Konstruksi;20.2;
Kepulauan Riau;2024;Perdagangan;9.3;
Kepulauan Riau;2024;Transportasi;2.0;
Kepulauan Riau;2024;Akmamin;1.9;
Kepulauan Riau;2024;Informasi dan Komunikasi;2.7;
Kepulauan Riau;2024;Jasa Keuangan;2.7;
Kepulauan Riau;2024;Real Estat;1.1;
Kepulauan Riau;2024;Jasa Perusahaan;0.0;
Kepulauan Riau;2024;Adm. Pemerintahan;2.6;
Kepulauan Riau;2024;Jasa Pendidikan;1.3;
Kepulauan Riau;2024;Jasa Kesehatan;0.9;
Kepulauan Riau;2024;Jasa Lainnya;0.3;
Kepulauan Riau;2025;Pertanian;3.0;
Kepulauan Riau;2025;Pertambangan;10.1;
Kepulauan Riau;2025;Industri;41.6;
Kepulauan Riau;2025;Pengadaan Listrik;1.1;
Kepulauan Riau;2025;Pengadaan Air;0.1;
Kepulauan Riau;2025;Konstruksi;19.9;
Kepulauan Riau;2025;Perdagangan;9.4;
Kepulauan Riau;2025;Transportasi;2.0;
Kepulauan Riau;2025;Akmamin;1.8;
Kepulauan Riau;2025;Informasi dan Komunikasi;2.4;
Kepulauan Riau;2025;Jasa Keuangan;2.7;
Kepulauan Riau;2025;Real Estat;1.1;
Kepulauan Riau;2025;Jasa Perusahaan;0.0;
Kepulauan Riau;2025;Adm. Pemerintahan;2.3;
Kepulauan Riau;2025;Jasa Pendidikan;1.3;
Kepulauan Riau;2025;Jasa Kesehatan;0.9;
Kepulauan Riau;2025;Jasa Lainnya;0.3;
DKI Jakarta;2011;Pertanian;0.1;
DKI Jakarta;2011;Pertambangan;0.3;
DKI Jakarta;2011;Industri;13.9;
DKI Jakarta;2011;Pengadaan Listrik;0.4;
DKI Jakarta;2011;Pengadaan Air;0.0;
DKI Jakarta;2011;Konstruksi;13.9;
DKI Jakarta;2011;Perdagangan;16.9;
DKI Jakarta;2011;Transportasi;2.8;
DKI Jakarta;2011;Akmamin;5.0;
DKI Jakarta;2011;Informasi dan Komunikasi;7.4;
DKI Jakarta;2011;Jasa Keuangan;9.9;
DKI Jakarta;2011;Real Estat;6.8;
DKI Jakarta;2011;Jasa Perusahaan;6.8;
DKI Jakarta;2011;Adm. Pemerintahan;6.0;
DKI Jakarta;2011;Jasa Pendidikan;5.0;
DKI Jakarta;2011;Jasa Kesehatan;1.6;
DKI Jakarta;2011;Jasa Lainnya;3.2;
DKI Jakarta;2012;Pertanian;0.1;
DKI Jakarta;2012;Pertambangan;0.3;
DKI Jakarta;2012;Industri;13.8;
DKI Jakarta;2012;Pengadaan Listrik;0.4;
DKI Jakarta;2012;Pengadaan Air;0.0;
DKI Jakarta;2012;Konstruksi;13.8;
DKI Jakarta;2012;Perdagangan;16.4;
DKI Jakarta;2012;Transportasi;2.7;
DKI Jakarta;2012;Akmamin;5.1;
DKI Jakarta;2012;Informasi dan Komunikasi;7.5;
DKI Jakarta;2012;Jasa Keuangan;10.5;
DKI Jakarta;2012;Real Estat;6.6;
DKI Jakarta;2012;Jasa Perusahaan;6.8;
DKI Jakarta;2012;Adm. Pemerintahan;6.1;
DKI Jakarta;2012;Jasa Pendidikan;5.1;
DKI Jakarta;2012;Jasa Kesehatan;1.6;
DKI Jakarta;2012;Jasa Lainnya;3.2;
DKI Jakarta;2013;Pertanian;0.1;
DKI Jakarta;2013;Pertambangan;0.3;
DKI Jakarta;2013;Industri;13.5;
DKI Jakarta;2013;Pengadaan Listrik;0.3;
DKI Jakarta;2013;Pengadaan Air;0.0;
DKI Jakarta;2013;Konstruksi;13.6;
DKI Jakarta;2013;Perdagangan;16.9;
DKI Jakarta;2013;Transportasi;2.9;
DKI Jakarta;2013;Akmamin;5.2;
DKI Jakarta;2013;Informasi dan Komunikasi;7.5;
DKI Jakarta;2013;Jasa Keuangan;10.5;
DKI Jakarta;2013;Real Estat;6.4;
DKI Jakarta;2013;Jasa Perusahaan;6.8;
DKI Jakarta;2013;Adm. Pemerintahan;5.8;
DKI Jakarta;2013;Jasa Pendidikan;5.1;
DKI Jakarta;2013;Jasa Kesehatan;1.6;
DKI Jakarta;2013;Jasa Lainnya;3.4;
DKI Jakarta;2014;Pertanian;0.1;
DKI Jakarta;2014;Pertambangan;0.3;
DKI Jakarta;2014;Industri;13.6;
DKI Jakarta;2014;Pengadaan Listrik;0.3;
DKI Jakarta;2014;Pengadaan Air;0.0;
DKI Jakarta;2014;Konstruksi;13.3;
DKI Jakarta;2014;Perdagangan;17.3;
DKI Jakarta;2014;Transportasi;3.1;
DKI Jakarta;2014;Akmamin;5.2;
DKI Jakarta;2014;Informasi dan Komunikasi;7.3;
DKI Jakarta;2014;Jasa Keuangan;10.1;
DKI Jakarta;2014;Real Estat;6.3;
DKI Jakarta;2014;Jasa Perusahaan;7.0;
DKI Jakarta;2014;Adm. Pemerintahan;5.7;
DKI Jakarta;2014;Jasa Pendidikan;5.3;
DKI Jakarta;2014;Jasa Kesehatan;1.6;
DKI Jakarta;2014;Jasa Lainnya;3.5;
DKI Jakarta;2015;Pertanian;0.1;
DKI Jakarta;2015;Pertambangan;0.3;
DKI Jakarta;2015;Industri;13.8;
DKI Jakarta;2015;Pengadaan Listrik;0.3;
DKI Jakarta;2015;Pengadaan Air;0.0;
DKI Jakarta;2015;Konstruksi;13.1;
DKI Jakarta;2015;Perdagangan;16.6;
DKI Jakarta;2015;Transportasi;3.3;
DKI Jakarta;2015;Akmamin;5.1;
DKI Jakarta;2015;Informasi dan Komunikasi;7.1;
DKI Jakarta;2015;Jasa Keuangan;10.3;
DKI Jakarta;2015;Real Estat;6.3;
DKI Jakarta;2015;Jasa Perusahaan;7.1;
DKI Jakarta;2015;Adm. Pemerintahan;5.7;
DKI Jakarta;2015;Jasa Pendidikan;5.5;
DKI Jakarta;2015;Jasa Kesehatan;1.6;
DKI Jakarta;2015;Jasa Lainnya;3.6;
DKI Jakarta;2016;Pertanian;0.1;
DKI Jakarta;2016;Pertambangan;0.2;
DKI Jakarta;2016;Industri;13.5;
DKI Jakarta;2016;Pengadaan Listrik;0.3;
DKI Jakarta;2016;Pengadaan Air;0.0;
DKI Jakarta;2016;Konstruksi;12.5;
DKI Jakarta;2016;Perdagangan;16.6;
DKI Jakarta;2016;Transportasi;3.5;
DKI Jakarta;2016;Akmamin;5.0;
DKI Jakarta;2016;Informasi dan Komunikasi;7.3;
DKI Jakarta;2016;Jasa Keuangan;10.6;
DKI Jakarta;2016;Real Estat;6.2;
DKI Jakarta;2016;Jasa Perusahaan;7.4;
DKI Jakarta;2016;Adm. Pemerintahan;5.7;
DKI Jakarta;2016;Jasa Pendidikan;5.6;
DKI Jakarta;2016;Jasa Kesehatan;1.7;
DKI Jakarta;2016;Jasa Lainnya;3.7;
DKI Jakarta;2017;Pertanian;0.1;
DKI Jakarta;2017;Pertambangan;0.2;
DKI Jakarta;2017;Industri;13.4;
DKI Jakarta;2017;Pengadaan Listrik;0.3;
DKI Jakarta;2017;Pengadaan Air;0.0;
DKI Jakarta;2017;Konstruksi;12.3;
DKI Jakarta;2017;Perdagangan;16.7;
DKI Jakarta;2017;Transportasi;3.6;
DKI Jakarta;2017;Akmamin;4.9;
DKI Jakarta;2017;Informasi dan Komunikasi;7.6;
DKI Jakarta;2017;Jasa Keuangan;10.6;
DKI Jakarta;2017;Real Estat;6.2;
DKI Jakarta;2017;Jasa Perusahaan;7.9;
DKI Jakarta;2017;Adm. Pemerintahan;5.2;
DKI Jakarta;2017;Jasa Pendidikan;5.2;
DKI Jakarta;2017;Jasa Kesehatan;1.7;
DKI Jakarta;2017;Jasa Lainnya;3.9;
DKI Jakarta;2018;Pertanian;0.1;
DKI Jakarta;2018;Pertambangan;0.3;
DKI Jakarta;2018;Industri;13.2;
DKI Jakarta;2018;Pengadaan Listrik;0.4;
DKI Jakarta;2018;Pengadaan Air;0.0;
DKI Jakarta;2018;Konstruksi;12.1;
DKI Jakarta;2018;Perdagangan;17.0;
DKI Jakarta;2018;Transportasi;3.6;
DKI Jakarta;2018;Akmamin;4.8;
DKI Jakarta;2018;Informasi dan Komunikasi;7.9;
DKI Jakarta;2018;Jasa Keuangan;10.4;
DKI Jakarta;2018;Real Estat;6.0;
DKI Jakarta;2018;Jasa Perusahaan;8.2;
DKI Jakarta;2018;Adm. Pemerintahan;5.5;
DKI Jakarta;2018;Jasa Pendidikan;5.1;
DKI Jakarta;2018;Jasa Kesehatan;1.7;
DKI Jakarta;2018;Jasa Lainnya;3.9;
DKI Jakarta;2019;Pertanian;0.1;
DKI Jakarta;2019;Pertambangan;0.2;
DKI Jakarta;2019;Industri;12.3;
DKI Jakarta;2019;Pengadaan Listrik;0.4;
DKI Jakarta;2019;Pengadaan Air;0.0;
DKI Jakarta;2019;Konstruksi;11.7;
DKI Jakarta;2019;Perdagangan;17.2;
DKI Jakarta;2019;Transportasi;3.7;
DKI Jakarta;2019;Akmamin;4.8;
DKI Jakarta;2019;Informasi dan Komunikasi;8.2;
DKI Jakarta;2019;Jasa Keuangan;10.6;
DKI Jakarta;2019;Real Estat;5.9;
DKI Jakarta;2019;Jasa Perusahaan;8.7;
DKI Jakarta;2019;Adm. Pemerintahan;5.5;
DKI Jakarta;2019;Jasa Pendidikan;5.0;
DKI Jakarta;2019;Jasa Kesehatan;1.7;
DKI Jakarta;2019;Jasa Lainnya;4.0;
DKI Jakarta;2020;Pertanian;0.1;
DKI Jakarta;2020;Pertambangan;0.2;
DKI Jakarta;2020;Industri;11.4;
DKI Jakarta;2020;Pengadaan Listrik;0.3;
DKI Jakarta;2020;Pengadaan Air;0.0;
DKI Jakarta;2020;Konstruksi;11.3;
DKI Jakarta;2020;Perdagangan;16.6;
DKI Jakarta;2020;Transportasi;3.5;
DKI Jakarta;2020;Akmamin;4.2;
DKI Jakarta;2020;Informasi dan Komunikasi;9.3;
DKI Jakarta;2020;Jasa Keuangan;11.3;
DKI Jakarta;2020;Real Estat;6.3;
DKI Jakarta;2020;Jasa Perusahaan;8.9;
DKI Jakarta;2020;Adm. Pemerintahan;5.3;
DKI Jakarta;2020;Jasa Pendidikan;5.2;
DKI Jakarta;2020;Jasa Kesehatan;2.1;
DKI Jakarta;2020;Jasa Lainnya;4.0;
DKI Jakarta;2021;Pertanian;0.1;
DKI Jakarta;2021;Pertambangan;0.2;
DKI Jakarta;2021;Industri;12.3;
DKI Jakarta;2021;Pengadaan Listrik;0.3;
DKI Jakarta;2021;Pengadaan Air;0.0;
DKI Jakarta;2021;Konstruksi;11.2;
DKI Jakarta;2021;Perdagangan;16.8;
DKI Jakarta;2021;Transportasi;3.8;
DKI Jakarta;2021;Akmamin;4.4;
DKI Jakarta;2021;Informasi dan Komunikasi;9.3;
DKI Jakarta;2021;Jasa Keuangan;11.1;
DKI Jakarta;2021;Real Estat;6.1;
DKI Jakarta;2021;Jasa Perusahaan;8.5;
DKI Jakarta;2021;Adm. Pemerintahan;4.9;
DKI Jakarta;2021;Jasa Pendidikan;5.0;
DKI Jakarta;2021;Jasa Kesehatan;2.2;
DKI Jakarta;2021;Jasa Lainnya;3.7;
DKI Jakarta;2022;Pertanian;0.1;
DKI Jakarta;2022;Pertambangan;0.3;
DKI Jakarta;2022;Industri;12.3;
DKI Jakarta;2022;Pengadaan Listrik;0.2;
DKI Jakarta;2022;Pengadaan Air;0.0;
DKI Jakarta;2022;Konstruksi;11.0;
DKI Jakarta;2022;Perdagangan;17.4;
DKI Jakarta;2022;Transportasi;4.0;
DKI Jakarta;2022;Akmamin;4.5;
DKI Jakarta;2022;Informasi dan Komunikasi;9.2;
DKI Jakarta;2022;Jasa Keuangan;11.1;
DKI Jakarta;2022;Real Estat;5.8;
DKI Jakarta;2022;Jasa Perusahaan;8.5;
DKI Jakarta;2022;Adm. Pemerintahan;4.6;
DKI Jakarta;2022;Jasa Pendidikan;4.7;
DKI Jakarta;2022;Jasa Kesehatan;2.2;
DKI Jakarta;2022;Jasa Lainnya;4.0;
DKI Jakarta;2023;Pertanian;0.1;
DKI Jakarta;2023;Pertambangan;0.2;
DKI Jakarta;2023;Industri;11.9;
DKI Jakarta;2023;Pengadaan Listrik;0.2;
DKI Jakarta;2023;Pengadaan Air;0.0;
DKI Jakarta;2023;Konstruksi;10.8;
DKI Jakarta;2023;Perdagangan;17.7;
DKI Jakarta;2023;Transportasi;4.4;
DKI Jakarta;2023;Akmamin;4.7;
DKI Jakarta;2023;Informasi dan Komunikasi;9.3;
DKI Jakarta;2023;Jasa Keuangan;11.1;
DKI Jakarta;2023;Real Estat;5.6;
DKI Jakarta;2023;Jasa Perusahaan;8.8;
DKI Jakarta;2023;Adm. Pemerintahan;4.3;
DKI Jakarta;2023;Jasa Pendidikan;4.4;
DKI Jakarta;2023;Jasa Kesehatan;2.2;
