provinsi;sektor;lq_2025;rps_2025;im_2025;rs_2025;kontribusi_2025;pertumbuhan_2025
Maluku Utara;Akmamin;0.1;1.0;14.6;-2.0;3.7;0.2
Maluku Utara;Informasi dan Komunikasi;0.3;0.6;71.9;-46.5;3.4;2.0
Maluku Utara;Jasa Keuangan;0.4;2.0;4.4;54.8;8.0;2.0
Maluku Utara;Real Estat;0.0;1.7;-14.4;25.6;5.4;0.1
Maluku Utara;Jasa Perusahaan;0.1;0.7;33.7;-25.8;4.6;0.2
Maluku Utara;Adm. Pemerintahan;2.1;1.3;-16.0;9.9;3.3;8.3
Maluku Utara;Jasa Pendidikan;0.5;1.1;-13.1;4.1;3.0;1.8
Maluku Utara;Jasa Kesehatan;0.7;0.7;46.7;-34.1;3.3;1.2
Maluku Utara;Jasa Lainnya;0.2;0.7;51.1;-33.5;4.5;0.4
Papua Barat;Pertanian;0.6;0.3;-19.5;-22.4;-0.8;7.6
Papua Barat;Pertambangan;3.5;2.0;-27.5;23.4;10.6;24.3
Papua Barat;Industri;2.2;2.0;-8.6;40.4;13.9;36.9
Papua Barat;Pengadaan Listrik;0.0;2.5;-5.0;69.5;7.8;0.0
Papua Barat;Pengadaan Air;0.9;1.1;-1.7;4.7;2.0;0.1
Papua Barat;Konstruksi;0.6;0.4;-2.1;-28.9;-5.2;9.1
Papua Barat;Perdagangan;0.3;1.7;-4.1;30.8;6.2;5.0
Papua Barat;Transportasi;0.3;0.3;36.9;-61.5;3.9;1.8
Papua Barat;Akmamin;0.1;1.2;14.6;13.8;7.5;0.5
Papua Barat;Informasi dan Komunikasi;0.2;0.6;71.9;-54.1;3.9;1.1
Papua Barat;Jasa Keuangan;0.2;1.0;4.4;1.2;3.3;1.3
Papua Barat;Real Estat;0.3;1.5;-14.4;20.0;5.6;1.0
Papua Barat;Jasa Perusahaan;0.0;0.5;33.7;-45.1;5.0;0.1
Papua Barat;Adm. Pemerintahan;2.3;1.5;-16.0;16.4;4.7;9.0
Papua Barat;Jasa Pendidikan;0.5;1.0;-13.1;-0.2;4.0;1.3
Papua Barat;Jasa Kesehatan;0.4;0.7;46.7;-33.4;3.3;0.6
Papua Barat;Jasa Lainnya;0.1;0.7;51.1;-33.5;7.5;0.2
Papua Barat Daya;Pertanian;1.0;0.8;-19.5;-5.3;1.7;12.3
Papua Barat Daya;Pertambangan;1.9;1.2;-27.5;5.2;5.3;10.2
Papua Barat Daya;Industri;1.0;0.6;-8.6;-16.6;3.6;17.5
Papua Barat Daya;Pengadaan Listrik;0.1;1.5;-5.0;24.8;4.0;0.1
Papua Barat Daya;Pengadaan Air;2.2;0.9;-1.7;-6.3;2.9;0.2
Papua Barat Daya;Konstruksi;1.3;0.0;-2.1;-46.7;-1.4;15.1
Papua Barat Daya;Perdagangan;1.0;1.7;-4.1;31.2;4.6;13.5
Papua Barat Daya;Transportasi;0.7;0.5;36.9;-47.9;3.9;4.2
Papua Barat Daya;Akmamin;0.3;1.3;14.6;19.5;9.1;1.2
Papua Barat Daya;Informasi dan Komunikasi;0.5;0.7;71.9;-42.1;1.6;3.2
Papua Barat Daya;Jasa Keuangan;0.5;0.6;4.4;-21.0;1.5;2.7
Papua Barat Daya;Real Estat;0.7;2.0;-14.4;36.6;4.5;1.9
Papua Barat Daya;Jasa Perusahaan;0.1;0.5;33.7;-42.3;4.2;0.2
Papua Barat Daya;Adm. Pemerintahan;3.5;1.3;-16.0;12.3;3.9;12.6
Papua Barat Daya;Jasa Pendidikan;1.4;1.1;-13.1;3.1;3.3;3.4
Papua Barat Daya;Jasa Kesehatan;0.9;0.7;46.7;-30.8;4.9;1.3
Papua Barat Daya;Jasa Lainnya;0.2;0.4;51.1;-59.6;3.3;0.5
Papua;Pertanian;1.2;0.8;-19.5;-7.4;2.0;14.4
Papua;Pertambangan;0.1;1.7;-27.5;15.5;3.1;0.8
Papua;Industri;0.1;0.6;-8.6;-16.5;2.0;3.0
Papua;Pengadaan Listrik;0.1;1.6;-5.0;29.5;6.9;0.1
Papua;Pengadaan Air;1.5;0.6;-1.7;-21.9;2.8;0.1
Papua;Konstruksi;1.8;0.9;-2.1;-3.0;1.6;20.1
Papua;Perdagangan;1.2;1.3;-4.1;15.7;5.9;16.0
Papua;Transportasi;1.4;0.4;36.9;-56.0;7.3;8.0
Papua;Akmamin;0.4;0.2;14.6;-51.6;2.4;1.3
Papua;Informasi dan Komunikasi;1.1;0.5;71.9;-64.2;4.7;6.1
Papua;Jasa Keuangan;0.8;0.9;4.4;-6.2;5.4;3.6
Papua;Real Estat;2.0;1.7;-14.4;26.4;6.3;4.7
Papua;Jasa Perusahaan;1.3;0.6;33.7;-34.9;4.0;2.4
Papua;Adm. Pemerintahan;4.4;1.3;-16.0;12.0;3.6;12.0
Papua;Jasa Pendidikan;1.3;1.0;-13.1;1.3;3.6;2.7
Papua;Jasa Kesehatan;2.1;0.5;46.7;-44.4;2.0;2.9
Papua;Jasa Lainnya;1.0;0.5;51.1;-50.4;3.8;1.8
Papua Selatan;Pertanian;2.1;0.8;-19.5;-5.9;2.9;21.7
Papua Selatan;Pertambangan;0.2;2.6;-27.5;38.0;3.6;1.2
Papua Selatan;Industri;0.3;0.1;-8.6;-36.8;1.4;5.6
Papua Selatan;Pengadaan Listrik;0.0;2.0;-5.0;47.1;5.2;0.0
Papua Selatan;Pengadaan Air;0.9;0.5;-1.7;-25.5;-0.5;0.1
Papua Selatan;Konstruksi;2.3;1.6;-2.1;30.3;4.7;23.7
Papua Selatan;Perdagangan;0.9;1.5;-4.1;24.3;5.0;12.7
Papua Selatan;Transportasi;1.2;0.7;36.9;-25.3;9.2;7.0
Papua Selatan;Akmamin;0.3;0.8;14.6;-15.2;3.1;0.9
Papua Selatan;Informasi dan Komunikasi;0.8;0.7;71.9;-34.1;1.3;5.1
Papua Selatan;Jasa Keuangan;0.4;0.5;4.4;-25.9;2.1;1.7
Papua Selatan;Real Estat;0.9;1.7;-14.4;25.5;5.8;2.1
Papua Selatan;Jasa Perusahaan;0.5;0.5;33.7;-42.5;2.4;0.9
Papua Selatan;Adm. Pemerintahan;3.8;1.4;-16.0;13.7;3.1;11.8
Papua Selatan;Jasa Pendidikan;1.0;1.1;-13.1;5.1;3.6;2.3
Papua Selatan;Jasa Kesehatan;1.5;0.7;46.7;-34.0;2.5;2.2
Papua Selatan;Jasa Lainnya;0.5;0.4;51.1;-59.2;3.2;1.1
Papua Tengah;Pertanian;0.4;0.5;-19.5;-17.0;0.8;4.1
Papua Tengah;Pertambangan;10.1;0.5;-27.5;-12.0;-0.4;74.9
Papua Tengah;Industri;0.0;0.9;-8.6;-4.8;2.6;0.3
Papua Tengah;Pengadaan Listrik;0.0;1.4;-5.0;17.8;5.7;0.0
Papua Tengah;Pengadaan Air;0.1;0.1;-1.7;-43.7;2.2;0.0
Papua Tengah;Konstruksi;0.7;1.3;-2.1;12.8;3.4;6.4
Papua Tengah;Perdagangan;0.4;1.3;-4.1;13.8;4.2;4.1
Papua Tengah;Transportasi;0.4;0.4;36.9;-52.4;9.1;1.7
Papua Tengah;Akmamin;0.1;0.2;14.6;-49.9;1.3;0.2
Papua Tengah;Informasi dan Komunikasi;0.3;0.4;71.9;-77.8;3.1;1.6
Papua Tengah;Jasa Keuangan;0.2;0.7;4.4;-14.7;5.3;0.6
Papua Tengah;Real Estat;0.5;1.5;-14.4;19.9;5.0;1.0
Papua Tengah;Jasa Perusahaan;0.3;0.3;33.7;-55.9;2.5;0.4
Papua Tengah;Adm. Pemerintahan;1.3;0.9;-16.0;-3.1;1.4;3.5
Papua Tengah;Jasa Pendidikan;0.2;1.2;-13.1;8.6;3.0;0.4
Papua Tengah;Jasa Kesehatan;0.4;0.6;46.7;-34.6;2.5;0.5
Papua Tengah;Jasa Lainnya;0.2;0.5;51.1;-46.7;4.2;0.4
Papua Pegunungan;Pertanian;1.5;0.5;-19.5;-16.5;2.1;16.6
Papua Pegunungan;Pertambangan;0.2;2.0;-27.5;24.0;2.8;1.1
Papua Pegunungan;Industri;0.0;0.5;-8.6;-19.5;1.9;0.8
Papua Pegunungan;Pengadaan Listrik;0.0;1.1;-5.0;2.9;4.5;0.0
Papua Pegunungan;Pengadaan Air;0.2;0.4;-1.7;-28.0;2.1;0.0
Papua Pegunungan;Konstruksi;2.1;1.2;-2.1;9.6;3.0;20.0
Papua Pegunungan;Perdagangan;1.0;1.8;-4.1;38.2;6.7;14.8
Papua Pegunungan;Transportasi;1.7;0.4;36.9;-56.6;9.8;9.3
Papua Pegunungan;Akmamin;0.1;0.5;14.6;-30.3;2.2;0.4
Papua Pegunungan;Informasi dan Komunikasi;0.5;0.4;71.9;-74.1;3.2;2.8
Papua Pegunungan;Jasa Keuangan;0.2;0.7;4.4;-14.0;4.3;0.8
Papua Pegunungan;Real Estat;1.7;2.0;-14.4;37.2;6.2;4.6
Papua Pegunungan;Jasa Perusahaan;0.4;0.3;33.7;-57.2;2.2;0.6
Papua Pegunungan;Adm. Pemerintahan;6.6;1.2;-16.0;8.2;2.9;20.5
Papua Pegunungan;Jasa Pendidikan;1.5;1.2;-13.1;6.6;3.2;3.5
Papua Pegunungan;Jasa Kesehatan;2.1;0.5;46.7;-49.4;2.1;2.8
Papua Pegunungan;Jasa Lainnya;0.8;0.6;51.1;-43.8;4.5;1.4
